id,text,humor_target
tweet4337,"No estoy borracho, sólo que siempre he pensado que los pisos también necesitan abrazos.",substance use
tweet21778,Soy el obeso negro se la familia.,self-deprecating
tweet6754,"—Dame tu Facebook.
—No tengo.
—Tu WhatsApp.
—Tampoco tengo.
—¿Entonces qué tienes?
—Una novia muy hermosa.

*Todos los hombres, siempre*",men
tweet22958,"—Soy mujer y amo el fútbol europeo.

—¿Qué opinas del Ajax?

—Pues yo prefiero Axion porque quita mejor la grasa y no hace tanta espuma.",women
tweet10411,"#chiste hola como te llamas???
-VANNESAH, con ""V"" y ""H""!!
-con VIH??, alejate de mi zorra barata!! #chistes RT",health
tweet18366,"""Pasarlo al Flaco Schavi es como agarrar un cable pelado en patas, te recontra caga a patadas!""  #chistes",professions
tweet22978,"-¡Mesero! Hay una mosca en mi sopa. -No, mire bien, es el reflejo de su verruga. -Ah, sí es cierto. -Qué asco. -Ya sé, JAJAJÁ. -JAJAJÁ.",body shaming; self-deprecating
tweet2935,When se cae #Whatsapp pero no te importa porque nadie ye habla :(,self-deprecating
tweet12808,"Odio ser bipolar, es tan genial!",health
tweet1284,"—¿Me prestas el lápiz negro?

—Pídelo bien.

—Está bien. ¿Me prestas el lápiz, amigo afroamericano?",ethnicity/origin
tweet8403,"A mi vida sexual la voy a tener que poner en modo ""Aprender a tocar guitarra"".",self-deprecating
tweet16211,La gente cree que el sueño de toda mujer es encontrar el hombre perfecto. PUES NO! Es comer de todo sin engordar! ツ,women
tweet19825,"-¿Papá, es verdad que en muchos países de África un hombre no conoce a su mujer hasta que se casa? -¡Eso sucede en todos lados, hijo!",family/relationships
tweet14756,TÍPICO: Faltas un día a clases y ya tienes: -4 exámenes. -2 exposiciones. -5 trabajos. -3 hijos. -Y una bomba atómica por desactivar.,self-deprecating
tweet1767,"Las peliculas de Chaplin siempre fueron mudas, de chiquitito le decian no Charles Chaplin,, #chistes #humor",professions
tweet2371,"1ra escena: George Michael, 2da: Juan Gabriel, 3ra Ricky Martin, ¿cómo se llama la obra? Los ex-men.",lgbt
tweet21877,¿Alguien me puede decir donde queda el hospital con las enfermeras que salen en las películas porno?,women
tweet11338,"—Papá, ¿Por qué todos los días comemos frijoles?

—¿Ves ese título universitario en la pared?

—No.

—Exacto.",social status
tweet2375,C. H. I. N. O. S: [C]omunidad de [H]umanos [I]dénticos [N]ormalmente con [O]jos [S]emicerrados.,ethnicity/origin
tweet17901,"¿Qué es un partido doble mixto de tenis?.
Un single de hombres con obstáculos.
#Chistes #Humor #Anecdotas #Machis...",women
tweet21577,"Qué rápido pasa el tiempo cuando uno es feliz. 

Saludos desde el año 1400 a.C.",self-deprecating
tweet12619,El netflix ese a que hora lo dan,age
tweet18488,"Todas las gordas tienen algo hermoso , generalmente es una prima.       #chistes #humor",body shaming; women
tweet14315,"—Mi abuelo tiene una panadería.
—¡JAJAJA! ¡PINCHE POBRE! ¿Cómo se llama la panadería?
—Bimbo",social status
tweet22742,"-Mozo, ¿el pescado viene solo? -No, se lo traigo yo.",professions
tweet495,¿Así es tu cara? ¿O te bautizaron con agua hirviendo?,body shaming
tweet2820,Massa tiene más versiones que el Samsung Galaxy.,professions
tweet2393,¿Por qué todos los judíos tendrían que llamarse Isaac?... porque nacen... y zaaak! #ShanaTova  #chistes  #humor,religion
tweet3584,"“Ya le voy a bajar a mi desmadre”

— Yo, antes de hacer un cagadero en mi vida.",self-deprecating
tweet15625,"-Mira mamá, esa mujer está demasiado GORDA -No Jaimito, no le digas así... Es una señora con DISCAPACIDAD HORIZONTAL!",body shaming
tweet4031,"Van dos gordas caminando: -Oye, huele a pelo quemado, ¿no? -Bueno, caminemos más despacio...",body shaming
tweet7329,El cerebro adolescente es 80% letras de canciones.,age
tweet6257,"Si la vida fuera vodka, me la tomaría en serio.",substance use
tweet4808,"#Chiste: Va Terminator a actualizar la netbook..
-Instala Vista..baby. #chistes RT.",technology
tweet3886,"La infancia es como una gran laguna mental provocada por una gran borrachera, todo el mundo se acuerda de lo que hiciste, menos tú.",age
tweet17287,Jaimito a Rosa: -Yo tengo algo que tú no tienes¡ -Ah sí? pues con lo que yo tengo puedo conseguir los que quiera de los tuyos!,men; women
tweet18542,Algunas mujeres se enamoran con una sonrisa o con un beso... Para todas las demás existe Master Card #ChisteMachista,women
tweet19395,"Con la técnica de no contarle a nadie mis proyectos y planes hasta materializarlos, he logrado fracasar sin que nadie se entere",self-deprecating
tweet9177,Quedar como amigos con tu ex es como quedar en contacto con tu secuestrador después de dejarte libre.,family/relationships
tweet16989,"- Quiero a mi ex como a Bob Esponja.
- ¿Cómo?
- ¡En el fondo del mar!
#Chistes #Humor #Anecdotas #Crueles #Person...",family/relationships
tweet21706,"-Dice el doctor q lo mejor para curarme el dolor de garganta es un striptease
-Un Strepsils
-Joder Paqui, le quitas la ilusión a cualquiera",professions
tweet19471,"ME GUSTARIA TENER TU CARA TUS OJOS TU BOCA TU NARIZ ,,ES QUE NECESITO UN DIZFRAS PARA HALLOWEN  #chistes",body shaming
tweet23298,"No hay mujeres difíciles, hay hombres sin MasterCard.",men; women
tweet21293,Es imposible discutir con un DJ. Siempre te cambia de tema.,professions
tweet18962,"—¿Cómo saliste en los exámenes del sida? —Mira, lo importante es que tenemos amor.",health
tweet12431,"Yo admiro a mis mayores, porque ellos terminaron la escuela sin Google y sin Wikipedia.",age
tweet13943,"""Uy tengo mucho que estudiar"" *mira el techo* *tuitea* *se rasca las axilas* *come postre* *ve un video de una cabra voladora en Youtube*...",self-deprecating
tweet19935,"—Abuelo, ¿Qué hacías durante la tercera guerra mundial?
—Le entre al mame en Twitter, fueron tiempos difíciles, casi me cierran la cuenta.",self-deprecating
tweet9763,"Chocolate, café, hombres. Tres cosas que son mejores si vienen enriquecidos. via @hadacon #fb",men
tweet21635,"—Se la voy a meter con todo y huevos
—Perdón Ing. ¿qué dijo? no lo escuché
—Qué esa señorita está contratada.",men
tweet19187,Necesito un doble para las escenas de dieta y rutina de ejercicios.,self-deprecating
tweet21461,"—¿Qué tienes princesa?
—NADA PENDEJO, QUIERO ESTAR SOLA, VETE A LA VERGA.
—Ok.

*En facebook*
“Un novio que se preocupe por ti, eso. 😔”",women
tweet20283,"-Padre, confieso que me casé! -Pero hijo, eso no es un pecado -Entonces por qué me siento tan arrepentido?! by @EriqueGT",family/relationships
tweet18389,"-Doctor, doctor, mi marido se cree ascensor! -Dígale que pase -Imposible! No para en este piso!",professions
tweet20210,Encontré una billetera con $500 y me pregunté qué haría Jesús? Y lo convertí en vino.,religion
tweet3193,"Si tener relaciones sexuales cuenta como hacer ejercicio, yo jamás hago ejercicio.",self-deprecating
tweet20989,Quisiera ser pobre un día porque esto de ser pobre todos los días no esta bueno.,social status
tweet14740," Hija,¿Qué quieres de cumpleaños?  Un dinosaurio.-Pero eso es imposible  Quisiera ser guapa.  ¿Qué Dinosaurio te gusta más?",body shaming
tweet22854,"Era un hombre pero tan, tan, tan bajito, que era el último en saber que llovía.",body shaming
tweet20297,"—¿Estas en tus días? —No es eso, me molesta mucho ese puto ruidito. —Solo estoy respirando. —Y llevas todo el puto día",women
tweet17613,"Cuando me dicen «Confía en mi» siempre recuerdo a mi mamá cuando me decía «ven, no te haré nada» pero ya tenía la chancla escondida y lista.",family/relationships
tweet478,#Chiste mama mama ya no soy virgen............-TE SACARON DE PASTORSITA?????...........-no mi tio me violo!! #Chistes RT,sexual aggressors
tweet14479,"Colabore con la policía... peguese solo.
#frases",professions
tweet7827,"#UnaAppPara ponerle ""mute"" cuando mi mamá me está regañando.",family/relationships
tweet22538,"Mi Tia tiene 5 hijos. Le preguntaron si estaba de acuerdo con el Aborto Legal y respondió ""No. Sí. Sí. No y No"".",family/relationships
tweet21742,"""Oye, qué rico hueles""

—La emperatriz del país de la putería y galaxia de la ofrecidéz.",women
tweet1705,Esta Navidad me agarró tan jodido que envolví 2 baterías AA y escribí a mi ahijado: NO INCLUYE JUGUETE!,social status
tweet17085,"Los hombres modernos lavan, planchan y cocinan. Las mujeres modernas son las que se consiguen a esos pendejos.",men; women
tweet18318,Harry Potter y el misterio de por qué cuando tengo que madrugar me levanto tarde y cuando me puedo levantar tarde me despierto a las 5 a.m.,self-deprecating
tweet23146,Quiero tanto a mis abdominales que los protejo con una capa de grasa.,body shaming
tweet2970,"Una mujer le pregunta a su marido:
Con cuantas mujeres has dormido?
-El le responde: ""contigo nada más! Porque con las otras no me da sueño""",women
tweet4698,"—Sr. Director, vengo a reclamar por el bullying que le hacen a mi hija.
—¿Y cual es su hija?
— La gorda fea de quinto",body shaming
tweet16284,"CUANDO ERA NIÑO decía puras pendejadas, hoy las pongo en tuiter :v",age; self-deprecating
tweet3371,"- le llamamos por una encuesta. ¿Su nombre?
- Adán.
- ¿el de su mujer?
- Eva.
- Increíble, ¿la serpiente vive aquí también?
- Si ¡¡SUEGRAA!!",family/relationships
tweet23897,"Las mujeres pueden fumar, maquillarse, hablar por celular, manejar y chocar AL MISMO TIEMPO.",women
tweet21550,Típico: vas al medico y te pone 100 ml de صول على مشغووقف م فيس صو ع,professions
tweet18056,"—Ayer saliendo del antro me chingué dos gringas.
—¿Hiciste un trío?
—No, dos gringas al pastor.
—Pinche gordo por eso no coges.",body shaming
tweet15246,"- Mamá mamá en el colegio me dicen peludo

- Amor, Amor! el perro me esta hablando...
#Chistes #Humor #Anecdotas ...",body shaming
tweet124,"Doctor, ¿cuanto me queda de vida? - Diez... - Diez qué? - Diez, nueve, ocho, siete... #humortico",professions
tweet16433,MACHISTA: ¿En qué se parece la mujer a la montaña rusa? En que primero divierten y luego marean. #fb,women
tweet4097,"-¿Cuántos años tienes, linda? 
-¿En Facebook, Twitter o en Instagram?",technology; women
tweet21298,"- Solo dame una razon valida para no ser mi novia.  . No quiero tener hijos feos.  - Ok, te entiendo perfectamente.",body shaming
tweet11641,"Un indito en un cajero lee: ""Digite la clave""... Y dice: ¡No, yo no li diji la clave a naiden!  #fb",ethnicity/origin
tweet22295,"—Amor, ¿estoy gorda? — Cómo dices eso mi Buda, perdón, mi vida.",body shaming
tweet19240,"En vez de menstruar, las mujeres deberían recibir un mensaje de la naturaleza diciendo: ""No estas embarazada, que pases un feliz mes"".",women
tweet286,Los juegos de mesa destruyen más familias que las secretarías.,professions
tweet20734,"-Hija, tu marido borracho se equivocó de habitación y me hizo el amor -Y no le dijiste nada? -Ya sabes q no me hablo con él! #fb",women
tweet15773,"¿Qué es ese polvo que traes en la cara, hija? -Cocaína, mamá -¡A mí NO me engañas! ¡Es polvo de donitas, PINCHE GORDA, deja de tragar!",body shaming
tweet2241,Las mujeres con pecas tienen miles de puntitos a su favor.,women
tweet16378,"Todos tenemos a alguien que nos quita el sueño.

Mi vecino por ejemplo, siempre llega borracho y pone música horrible a todo volumen.",substance use
tweet11351,"Me gustan las mujeres que usan lentes, porque eso significa que estan medio ciegas y tal vez pueda gustarles.",self-deprecating
tweet3247,"Niños de 5 años que dicen: ""Vete a la verga"". Yo a su edad decía: ""Coma torta, su mamá es una gorda"".",age
tweet21151,"- Bueno hablemos de tu vida amorosa, ¿por que nunca hablamos de eso? Y NO SE, SERA PORQUE NL TENGO FLORENCIAAA",self-deprecating
tweet13087,"""Esos que estudian medicina 7 años, se van a cagar cuando sepan que las enfermedades se curan dándole like a las fotos de Facebook.""",technology
tweet20901,"5 tips para darse cuenta que zapatos les gustan a las mujeres... 

1) TODOS
2) LOS
3) DE
4) LA
5) ESTANTERÍA",women
tweet20626,"Hoy quebre una silla de plástico cuando me senté, es obvio que no aguanto el peso del éxito 😎",body shaming; self-deprecating
tweet22324,"-Papá, q me traerán los Reyes este año? -Que te trajeron el año pasado? -Un globo -Pues ahora te lo van a inflar! by @starwhite6990 #fb",social status
tweet7150,Twitter es una playa nudista para cerebros.,technology
tweet12211,"Los hombres con carro automático tienen la ventaja de usar la mano derecha para lo que sea, pintarse las uñas o maquillarse por ejemplo.",lgbt
tweet15310,"- Ayer me compré un libro sobre la bulimia. 
- ¿Y qué tal? 
– No sé, lo devolví.",health
tweet23352,Que hace McGiver con una oveja y un cocodrilo? ... Una camisa Lacoste. (enviado por @GRBlog),professions
tweet13876,Típico : No hacer nada en todo el día. Sentirse culpable. Seguir sin hacer nada.,self-deprecating
tweet14992,"El matrimonio es como el submarino, puede flotar, pero está diseñado para hundirse.",family/relationships
tweet6070,Últimamente solo a Netflix le importa si aún estoy.,self-deprecating
tweet9019,¿Cómo le dice una mamá mexicana a su hijo para que aprenda a leer? ¡Hijolee! #fb,ethnicity/origin
tweet2767,"Mi cama, pijama, Netflix y yo en domingo es la relación más duradera que he tenido en la vida.",technology
tweet5235,¿Sabes en que se parecen Papá Pitufo y el Twitter? En que ambos tienen el pajarito azul.,technology
tweet1336,"Habia un tipo tan racista, tan racista... que siempre tenía la mente en blanco!",ethnicity/origin
tweet16750,"–Oye, ¿Y tú comes carne?
–No, para nada. 
–Ah, ¿Eres vegetariano? 
–No, soy pobre.",social status
tweet17307,"¿seguro  que el alcohol es la respuesta a todo? 
- Alcohol.",substance use
tweet14871,"-Hola, vengo a mi operación de ""Agrandamiento de Pene"".

-Y ya decidió cómo lo quiere?

-Si, como el de Ana Guevara.",professions
tweet8499,"—Amor, ¿qué tienes?
—Nada.
—Pero pusiste “chinga tu madre pendejo” en tu estado.
—Ahhhh jaja, es una de Maluma.",family/relationships
tweet9137,"Nunca he ido al 2x1 del cine

MENTIRAS DE POBRES",social status
tweet4573,—¿Por qué lloras? — Mi novia murió ayer. — Soy tu hada madrina y te cumpliré un deseo. — ¡El iPhone 5! — Pero y tu nov… — ¡EL IPHONE 5 DIJE!,technology
tweet17357,"-Prestame atención.
-Qué fácil decirlo cuando la del escote sos vos.",women
tweet10136,¡El profesor no vino! - Eeeeeeee!! - Pero dejó un trabajo - Aaaggg...viejo hijodepu**!,professions
tweet5489,¿Que somos? ¡GORDOS! ¿Que queremos? ¡Empezar la dieta! ¿Cuando lo queremos? ¡EL LUNES! Ya es lunes !!!! EL PRÓXIMO LUNES !!,body shaming
tweet20548,¿Qué diferencia hay entre una hechicera y una bruja...? ¡Cinco años de matrimonio! #fb,family/relationships
tweet18541,"Mi mujer es cinturón negro en shopping…
#chistes #frases",women
tweet6179,"En Halloween diferencio a los niños del Barça porque en vez de decir ""Trick or Treat"" dicen ""Trick or I'll steal your candies"".",age
tweet22274,"Un tipo se gana el loto, le cuenta a la mujer y de la emocion ella tiene un infarto y el tipo dice: no si cuando uno esta de racha..#CHISTES",men
tweet11885,Vivimos en un mundo donde hay cada vez más smartphones y menos smart people!,technology
tweet3381,"“Gracias por esas frases motivacionales que pones en tus fotos donde sales de puta, me han cambiado la vida”. 

—Nadie, pendejas, NADIE.",women
tweet5063,"–Tu belleza es de otro planeta.
–Aww, ¿en serio?
–Sí, del planeta de los simios, por ejemplo.",body shaming
tweet20848,Estoy más aburrido que el perro de Stephen Hawkins.,health
tweet17151,"A veces volver con tu ex puede ser como ponerle el mismo pañal sucio a un bebé, osea, la misma mierda! #fb",family/relationships
tweet7586,Lo más importante para tu Mamá: —Tú: 10% —Familia: 5% —Amigas: 3% —Telenovelas: 2% —Que hayas comido : 80%,family/relationships
tweet14198,"Un chico de la calle al qué apodé Carliño, antes pedía monedas, pero las últimas tres veces que lo vi me pidió $10. Hablame de inflación.",social status
tweet777,"Las mamás de todos:

—""Mi hijo sufre bullying lo llevaré al psicólogo"".

Mi mamá:

—""Si te pegan, te voy a pegar más fuerte yo por pendejo"".",family/relationships
tweet5352,"¿Por qué lo llamamos ""5 minutos más""?, cuando lo que queremos es dormir toda la mañana.",self-deprecating
tweet13767,"¿Eliminar a mis tías del Facebook? JAMÁS, esas señoras son las únicas que comentan «qué guapo» en mis fotos. Las quiero mucho.",self-deprecating
tweet20108,RT @mametv: saben dónde queda la casa de Bruce Lee?... pues queda... Aiyaaaaa!!,ethnicity/origin; professions
tweet15524,"Qué le dijo un jardinero a otro jardinero?
- No podés! #chistes #humor",professions
tweet17610,Entre amigas: -Sara tiene síndrome de abeja -¿Por qué? -Se cree toda una reina pero es sólo un bicho!,body shaming
tweet22559,"Ironía: Usar 'MiPene' como contraseña y leer 'Lo sentimos, su password es muy corto'. o_0",body shaming; self-deprecating
tweet1990,"Si no te consideras lo suficientemente pobre, Spotify te lo puede recordar cada 2 canciones.",social status; technology
tweet4966,"""No sé que están diciendo estos idiotas pero me voy a reír""

—Un bebé.",age
tweet3419,Si pudimos enviar a un hombre a la luna… ¿por qué no enviarlos a todos? #Feminista,men
tweet3118,Me vuelves a decir Mujeriego y me cojo a todas tus amigas. Otra vez.,women
tweet18805,tanta merca y yo aspirando a recibirme,substance use
tweet2419,"-Mamá, ¡en la escuela me dicen gorda! 
–Pobresilla 
-Ayyy, gracias mamá 
-Pobre silla en la que estás sentada. #xD #JAJAJA #RT",body shaming
tweet23585,"— Para el amor no hay edad.
— Pero yo tengo 12 años y usted 44 años profesor.
— No hay edad DIJE.",sexual aggressors
tweet4704,"—¿Nivel de alemán?
—Du
—No sabe nada ¿Cierto?
—Du hast
—LÁRGUESE
—DU HAST MITCH.",professions
tweet2590,"La marihuana tiene cosas malas, la primera la perdida de la memoria ¿Y qué más? ¿Más de qué? ¡De la Marihuana! Ah, aquí tengo, ¿Quiere?",substance use
tweet2047,Por fin encontré un mecánico honesto!!! Honestamente no sabe arreglar nada... by @hadacon #fb,professions
tweet7496,cómo dormir siesta y levantarse antes de las 7 de la tarde yahoo respuestas,self-deprecating
tweet2314,"Papá, papá, ¿cuánto cuesta casarse?
No se hijo, yo todavía lo estoy pagando.
#Chistes #Humor #Anecdotas #Crueles ...",women
tweet23164,"¿Quieres sorprender a tu novia este 14 de febrero?

Preséntale a tu esposa.",women
tweet14099,"Amigas, cuando el profesor les diga que se vayan vestidas de manera formal, no se refiere a ir vestidas igual que en el antro, de nada.",women
tweet22498,"#Chiste  Mama, mama, en el colegio me llaman maricon. - Y tu que les has hecho...? - Pues les pego con el bolsito #chistes RT.",lgbt
tweet14589,"—¿A dónde?
—Qué te importa, estoy harta de que siempre quieras controlarme.
—Si no me dice la bajo de taxi señorita.
—Perdón, la costumbre.",women
tweet3146,"Mujeres que miden mas de 1.70 y usan tacones, ¿a quién se quieren ligar? ¿A Godzilla?",women
tweet137,Pasa cupido y me dice: OLEEEEEEEE,self-deprecating
tweet84,¿Tu? ¿Gustarme? JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JÁ Tengo que disimular un poco mas.,self-deprecating
tweet3059,La bebida es el peor enemigo del hombre. Pero el hombre que huye de su enemigo es un cobarde... #fb,substance use
tweet308,"Situación sentimental:

Creo que la única persona que me robara el corazón será un traficange de órganos.",self-deprecating
tweet16881,"—JAJAJAJAJAJAJA, MAMÁ ERES UNA VERGA CONTANDO CHISTES,
—Jesús no podemos poner eso.
—Ok, entonces pon ""María, llena eres de gracia""",religion
tweet19392,"Mi vecina es tan gorda que en vez de autoestima, tiene AutoMac",body shaming
tweet5612,"—Hijo,  ¿ves esas tierras? —Sí. —Pues algún día serán tuyas. —Pero papá, es la  caja donde caga el gato. —Hijo, no arruines el momento :')",social status
tweet13803,"1 universo, 9 planetas, 204 países, 7 mares, más de 7,056,890 millones de personas y yo aquí foreveraloneando en mi casa.",self-deprecating
tweet8286,"— ¿Tienes gripe? — Do, ¿pod que?",health
tweet20152,— Pero dijiste que me amabas.  — Estaba borracho.  — Pero si duramos dos años  — Yo bebía mucho.,substance use
tweet19396,"- ¡Camarero! Este whisky no es escocés.
- Sí que es, lo que pasa es que perdió la falda.
#Chistes #Humor #Anecdot...",ethnicity/origin
tweet15951,"Amor Hace media hora q se cayó tu madre d la terraza
-Y porqu no me avisaste antes?     
-Es que no podía hablar de la risa.
#XD",family/relationships
tweet23406,"Lo que quiero: ganar dinero y perder peso.

Lo que hago: perder dinero y ganar peso.",self-deprecating
tweet22610,"Tantos lugares lindos, paisajes, sitios interesantes en donde tomarse fotos, pero no , ella prefiere en el baño #XD",women
tweet9793,"Le pusieron Twitter porque ""cada loco con su tema"" era muy largo.",technology
tweet4255,"Justo después de limpiar mi cuarto: ""Ufff, nunca más voy a dejar que se desordene tanto"". Al día siguiente: ""¿Alguien ha visto mi cama?""",self-deprecating
tweet97,"- El otro día ví a tu suegra y .....
- ¡Alto ahí! se dice ""madre política""
- Pero si la política es una mierda.
-...",family/relationships
tweet22806,"Llega el marido borracho a casa y la mujer empieza a gritar, gordo, peludo, asqueroso, y el marido le dice, si es una adivinanza es tu cul0",body shaming; substance use; women
tweet23754,"mamá he hijo pidiendo limosna y la mamá se puso a llorar 
-No llores mamá, cuando yo sea rico ya solo tendrás que pedir para ti #chistes RT.",social status
tweet9251,"""Durante mi gobierno solo ha habido un gobernador corrupto. No, menos, como cinco. No, menos, como CASI PINCHES TODOS"".",professions
tweet22671,"Brasil es el país más peligroso del mundo:

Le robaron a Croacia, le robaron a México y violaron a España.",professions
tweet20378,"Un premio Nobel de economía para esas chavas que salen de fiesta con Q100 y regresan a su casa en Taxi y bien bolas . Ah, y con los Q100",age; women
tweet19726,"#chiste: ¿Que le dice un elefante a un hombre desnudo?
Y... ¿Con eso respiras? #chistes RT.",body shaming
tweet2088,"Amigo, estás tan feo que si se te cae el jabón en la cárcel, te ayudan a levantarlo.",body shaming
tweet20201,"Homosexual:

Hombre que siente atracción sexual por otro hombre.

Puto:

El que agarra al Real Madrid o al Barcelona en el FIFA.",lgbt
tweet7910,"—Hija, no puede entrar a la iglesia sin brasier. —Padre, tengo el derecho divino. —Sí, y el izquierdo también, pero no puede entrar así.",religion
tweet16242,"-Mi mujer me ha dejado. -Lo siento, debe ser duro que te deje tu mujer, verdad? -¿Duro? Fue casi imposible! #fb",family/relationships
tweet22164,"-Sr juez, me divorcio pq hace 10 años mi mujer me tira trastos a la cabeza -¿Por qué esperó tanto? -Es que antes no tenía puntería. #fb",family/relationships
tweet22417,"Mi amor, cada que hablas me recuerdas al mar. -Ay, qué lindo! -No, es que me mareas!",family/relationships
tweet20041,Nunca tuve las pelotas para poder ser malabarista,professions
tweet21893,"—Tienes las tetas como Las Torres Gemelas.
—Ainss, ¿grandes?
—No, caídas.",body shaming
tweet6932,"-Doctor, ¿cuánto tiempo de vida me queda? -Creo que no más de 10... -¿Que? ¿10 qué? ¿Meses, semanas? -10, 9, 8, 7...",professions
tweet40,"–¿Tiene pastillas para la diarrea? –No. –Ok, deme un rollo de papel higiénico :(",health
tweet9866,"-¿Haz oído el chiste que no se le cuenta a los gays? -No, no lo he oído. - EXACTO!!! by @ItsTheWTFGirl #fb",lgbt
tweet16220,"Se toman 30 fotos en el baño. Borran 26. Editan 4 con photoshop. Eligen 1, la suben al Facebook y ponen: Aquí casual",age
tweet6633,"—Oye, Pedrito, ¿Qué vas a ser de grande? 
—Pedro.",age
tweet13810,"Los pendejos son como las galletas surtidas: hay en todos lados, y vienen en diferentes formas y tamaños.",age
tweet16869,"Como la vez que le quise escribir ""Te amo"" a mi novia, pero como la ""N"" está junto a la ""M"", le escribí ""Te la quiero meter por el culo"".",family/relationships
tweet14056,Definitivamente todos los hombres son iguales . atte: una japonesa #RT #XD,ethnicity/origin
tweet23185,"—Hoy hablé con un diseñador gráfico.
—¿Qué le dijiste?
—Una Big Mac, Coca y papas, por favor.",professions
tweet19154,"La mujer no olvida, guarda todo para cuando este perdiendo una discusión y revertir el marcador.",women
tweet2810,Se empieza haciendo un caño a Cristiano en el entrenamiento y termina triste y no dejándote sus Barbies para jugar. Sé de lo que hablo.,self-deprecating
tweet17721,"Niñas de 11 años que dicen: ""esta noche va a ser un fiestón"". ¡No jodas!, ¿vas a echar 2 cucharas de Nesquik en lugar de 1?",age
tweet19682,"#Chiste habia un gay tan pobre tan pobre que tubo que salir del closet, del televisor Y del dvd #chistes RT",lgbt
tweet22766,"_ Che ateo, venís a comer hoy?
 - No creo",religion
tweet8831,"Si #EsHeterosexualPero es fan de la saga de ""Crepúsculo"" y de Glee. Una amiga más.",men
tweet15688,"- Hola ¿Cómo te llamas?

- ""Nenuco Infantil, primeros pasos"" ¿y tú?

- ""Cristiano Ronaldo"".

- Jajaja!! No Chingues ¿Cómo el llorón?",professions
tweet21391,CONTADOR: Persona que te explica por qué no hiciste el dinero que tu sabes que hiciste trabajando. by @hadacon  #fb,professions
tweet18558,"Era un tipo tan viejo, tan viejo, que cuando Dios dijo ""Hágase la luz"" el ya debía tres recibos.",age
tweet2198,Lo culero de regalar flores es tener que aguantar en la calle las miradas de: “¡¿Qué habrá hecho este pendejo?!”,men
tweet95,"Cada vez que estoy pasando por momentos difíciles me pregunto ""¿Qué haría Jesús en ésta situación?"" Después me acuesto y me duermo tres días",religion
tweet4845,"Cura: Es aquella persona a la que todos llaman Padre excepto sus hijos, que le llaman tío.",religion
tweet8640,"—¿Y qué hiciste en tus vacaciones?

—Subir de peso.",body shaming
tweet5491,"Jaimito en la una tienda 👦

- tiene el libro como para salir de pobre?
- si claro 🙎
- me fia uno por favor ?
😂😂😂😂",social status
tweet19669,Siempre me siento en la parte de atrás del bus porque sé que en el fondo aún me amas desgraciada.,self-deprecating
tweet7505,¿Los albañiles se van a cielo por sus buenas obras?,professions
tweet13180,"Hoy no pude ir, pero ahora sí el otro lunes entro al gym.  

—Yo, todos los lunes, desde hace tres años.",self-deprecating
tweet15646,"— Tengo novio.
— No soy celoso.
— Y no, con esa cara no podés darte ese lujo.",body shaming
tweet1598,Xavi se queja tanto del césped que deberíamos llenar el campo de arena de la barceloneta cuando juguemos vs el Barça solo para reírnos de él,professions
tweet21647,"#MACHISTA: La paloma es el bicho de la paz, y la mujer es la paz del bicho. #fb",women
tweet18666,"""Qué hermosa se ve esa mujer con rastas"".

—Nadie, ni Bob Marley.",women
tweet16153,"—Oye mi amor, ¿tu mamá no se meterá a la alberca?

—No bebé, ¿por qué?

—Como en todo se mete, yo nomás preguntaba.",family/relationships
tweet4277,#chiste: Dijo Jesús: ¡Levántate Lázaro! ¡Qué te levantes Lázaro! ¡LEVÁNTATE LÁZAROOOO! Ay no vámonos que este man no es Lázaro #chistes RT.,religion
tweet15808,Cómo tener loca a una mujer: 1. Tómela una foto. 2. No se la enseñes.,women
tweet18383,Ojalá fuera Fidel Castro para no ver como me dejas en visto en WhatsApp.,professions
tweet2327,"¿Con qué se tapan los sabios hindues cuando tienen frio? ¡Con Mantras
#chistes",ethnicity/origin
tweet6275,"Iba caminando por la calle cuando de repente vi a una mujer en moto, le grité: ¡VAAACA!! me dijo: ¡TU MADRE! Y pues nada, chocó con la vaca.",body shaming
tweet1328,"Si ustedes son de los suertudos que se encuentran dinero en la calle... agradézcanme, porque yo soy de esos pendejos que lo pierden. 😊",self-deprecating
tweet17652,"Una pareja al cruzar un puente: -Querido, si cayera al agua, ¿me salvarías? -Y si digo SÍ ¿saltarías, querida? #fb",men; women
tweet21873,"Cuenta la leyenda que Dios descansó el séptimo día, porque fue a felicitar a Chabelo por el Día del Abuelo.",religion
tweet20879,"—¿Me invitas un café?—Pero vamos al mejor café del mundo.—¿Y ese cuál es?—El café de tus ojos.—¿No traes dinero verdad?—No, soy pobre.",social status
tweet22846,"Me vi en el espejo y descubrí que tengo un cuerpo porno.

Por-no hacer ejercicio
Por-no hacer dieta
Por-no dejar de tragar",self-deprecating
tweet222,Mi sombra me dice que baje de peso o se va a la mierda y no la vuelvo a ver nunca más.,self-deprecating
tweet22917,"Mujeres, por favor sean claras en lo que quieren de nosotros, porque luego resulta que el pendejo es uno por no saber leerles la mente.",women
tweet9253,Mis abuelos conocieron la Radio y tuvieron 9 Hijos; Mis Padres la TV y somos 3 hijos Yo conoci Internet y creo que aqui se acabo la Familia!,self-deprecating
