id,text,humor_mechanism
tweet5804,#LoQueHubieraTuiteadoDeNiño Me robe muchas pelotas de la piscina de McDonald's jajaja.,exaggeration
tweet4838,"La computadora pesa 3 kilos
¿como sabes?
Por que la PC
#frases",misunderstanding
tweet3854,"Típico: —Guarde su celular —Ya voy —Que guarde su celular —Si, si, ahorita lo guardo —Dámelo —No, mira ya lo guardé.",reference
tweet11133,"Cuando ya en la mitad d tu vida casi estas libre d la maldita menstruacion, Dios se acuerda d Eva otra vez y t envia la Menopausa.",reference
tweet2043,Un señor va a una tienda y dice me da UN CUARTO de pollo... y le dieron una jaula!,misunderstanding
tweet16764,"No existe mayor contradicción en esta vida que ""Feliz lunes"".",irony
tweet18310,"—¡Hala Madrid!
—Ok, pero mi hamburguesa es con papas.
—Claro que sí señor.

━┓  ⋀,,⋀
┯┛(´･ω･`)
￣|＼ o  o＿
　|／🍔🍟／|
￣￣￣￣|　|
＿＿＿＿|／",stereotype
tweet19478,Tengo menos señal que testigo predicando,analogy
tweet12023,Pokémon GO como los sentimientos hacia mi ex. No duraron mucho.,analogy
tweet21987,"UY, NO SE TE VAYAN A REMOJAR LOS CHOCOKRISPIS POR CONTESTARME RÁPIDO EN WHATSAPP.",exaggeration
tweet10064,"–Bueno.
–¿A dónde llamo?
–Al grupo de apoyo de eyaculadores precoces.
–¿Van a tener reunión hoy?
–Claro, vente.
–Ya...
–Yo también...",wordplay
tweet21815,-En español: Te amo. En inglés: I love you. En Francés: Je t'aime. A lo imbécil: ¡Thi amuh demazhiadoohcuchicuchi!,stereotype
tweet23480,"¿Sabés chistes sobre Batalla Naval?
Ce 4",wordplay
tweet8250,"Los ostiones mejoran tu vida sexual? Sí, cuando te ven comiendotelos, saben que serás capaz de comerte cualquier cosa!",exaggeration
tweet5560,"La vida es como el libro de álgebra de Baldor: 

Al final están todas las respuestas.",parody
tweet19345,"- Papi, me ayudas con los deberes? -Si -Que es patentar? -Sabes esas minifaldas que se pone siempre tu madre?  Pues son patentar a tu padre",wordplay
tweet23639,"-Mamá, que rica sopa, ¿tú la hiciste?
-¿Te digo la verdad?
-Sí.
-Eres adoptado.",embarrassment
tweet18451,"Si lo amas, déjalo salir a tomar con sus amigos.
Si te llama borracho, es tuyo.
Si apaga el celular, nunca lo fu...",reference
tweet6830,Neymar es de esos jugadores que cuando nació se tiró al suelo y pidió la expulsión del ginecólogo.,analogy
tweet17613,"Cuando me dicen «Confía en mi» siempre recuerdo a mi mamá cuando me decía «ven, no te haré nada» pero ya tenía la chancla escondida y lista.",reference
tweet23084,Di Santo : Santo,misunderstanding
tweet8001,"Llega marido borracho a casa. La mujer: -Supongo q hay una razón para que llegues a las 6 de la mañana? -Sí, el desayuno! #fb",misunderstanding
tweet19270,""" La vida es como una escalera de gallinero, corta, empinada y llena de mierda ""

Laura Ingalls",reference
tweet8070,"El dinero no compra la felicidad, pero el amor tampoco compra nada.

Punto para el Dinero.",parody
tweet10306,M.A.E.S.T.R.A = [M]ujer [A]margada [E]specializada [S]obre [T]emas [R]ealmente [A]burridos.,stereotype
tweet11505,Quien no se secó el pelo y ahora parece caniche? 🙆🙆,reference
tweet3440,"—¿En qué trabajas?
—En movilización estratégica y domiciliada de productos perecederos en condiciones de estrés.
—¿Repartes pizzas?
—Chí",unmasking
tweet4419,"—Mamá soy fea? 
—No hija, tienes lo q cualquier hombre desea  
—En serio?
—Si, tienes voz gruesa, espalda ancha y pelos en el pecho. #jajaja",irony
tweet22961,"¡¡BOB ESPONJA SÉ QUE ESTAS AHÍ!!    —¡Abuelo, por favor deja de partir las piñas que nos van a sacar del supermercado!",absurd
tweet846,"En un baile un chico dice:
¿Bailas?.
La chica contesta:
¡¡Sí!!.
- Buenísimo, entonces puedo usar la silla. // Dale RT =D",unmasking
tweet8384,El 99.9% de mis calcetines tampoco tienen pareja y no andan ahí llorando.,analogy
tweet15588,"—Mi hijo de 6 años sabe usar su iPad y solito se pone vídeos de YouTube.
—Qué bien, a ver cuando le enseñas a decir ""por favor"" y gracias"".",irony
tweet23727,-¿Cómo le andan los audífonos nuevos abuelo? -Las cuatro y media m'hijito,misunderstanding
tweet9955,"#Chiste mama mama , porke te dicen excusado????........CALLATE PEDAZO DE MIER$% #chistes RT",analogy
tweet15944,"Mujeres que se maquillan tanto que les pasas el dedo por la cara y hasta puedes escribir “Lávame”, como en los carros.",analogy
tweet1435,"Quedate con la que te manda fotos en bolas cuando bace frío, con calor cualquiera se saca fotos en bolas.",reference
tweet22599,"La película ""Buscando a Nemo"" habría durado 5 minutos si lo hubiera buscado la madre.",exaggeration
tweet10199,"Era un niño tan bruto, tan bruto, tan bruto, que cuando la profesora borraba el ejercicio de la pizarra, él lo borraba de la libreta!",exaggeration
tweet492,No les quiero arruinar lo poco que queda del domingo... Pero mañana es LUNES.,reference
tweet5806,"Manolo hace el amor con una prosti y ella dice: -Tengo V.I.H -No joda, eso no es nada, yo tengo VHS, DVD, MP3... #fb",misunderstanding
tweet17318,"yo: estoy muy triste
cerebro: piensa en el gif del besito
yo: pues nada a morirme",exaggeration
tweet9258,"—Abuela, soy drogadicto. —No pasa nada. —He matado a un hombre. —Ya se olvidará. —No he comido —¿¡QUE NO HAS COMIDO!? Siéntate.",stereotype
tweet12451,"- Papá, ¿qué se siente tener un hijo tan guapo?.
- No sé hijo, pregúntale a tu abuelo...",embarrassment
tweet15670,¿Por qué las mujeres casadas casi nunca se emborrachan? Porque no soportan ver a su marido ¡Doble!,stereotype
tweet20613,"Tienes Wifi?
-Claro
y cual es la clave?
-Trabajar para pagarlo #xD",embarrassment
tweet20250,"El dólar ya va a llegar a los 17. ¿Creen que vaya a ser callado, tímido, inocente y que tenga la mirada?",analogy
tweet15233,"—¿Y si lo intentamos de nuevo?
—No.
—¿Por qué?
—Porque ya le hablé mierda de ti a mis amigos y quedaría como pendejo.",exaggeration
tweet13799,"Si yo fui el espermatozoide más rápido, no me quiero imaginar cómo estaban los otros...",analogy
tweet13009,"—¡Mamá, mamá, me dijeron Rihanna! —¿Dónde? —En la escuela ela ela eh eh eh.",parody
tweet12383,"— hey, sabias que las cucarachas pueden vivir una semana sin cabeza? Ah y me coji a tu novia. —QUEE?! —Te lo juro, sin cabeza.",unmasking
tweet21480,"""1970:
-Puedo tomar su mano?
-Por supuesto

2018:
*Le agarra la mano, se la lleva a la chota*""",analogy
tweet8221,"Como le harán los psicólogos para aguantarse las ganas y no decir: ""¿Pues que querías? Eso te pasa por pendejo"".",exaggeration
tweet23429,"—Cariño, ¿dónde están los niños?
—En inglés. 
—Puta madre, where are the kids?",misunderstanding
tweet21074,"- ¡Doctor, doctor!, ¿cómo ha ido la operación?

- ¿Operación? ¿No era una autopsia?
#Chistes #Humor #Anecdotas #C...",misunderstanding
tweet1495,"Erase una vez una película de terror llamada. ""Tenemos que hablar""",reference
tweet13728,"como le dice un vaquero a su hija :
hiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiija   #CHISTES",wordplay
tweet22080,"—Es que usted es todo distraído.

—¿Quién, qué?

—Usted.

—¿Qué?

—Que es todo distraído.

—¿Cómo así? espere ¿De qué estamos hablando?

—😡",irony
tweet22899,"Hoy me preguntaron que cómo me gano la vida.

Ni siquiera sabía que iba ganando, yo pensé que iba perdiendo.",misunderstanding
tweet5507,"Hay 5 niveles de miedo: El pánico. El terror. 15 llamadas perdidas de mamá. El ""tenemos que hablar"" Y el ""contraseña incorrecta"".",reference
tweet14235,Los Abogados son como las putas; hay que pagarles por adelantado y después hay que estar rogándoles para que se muevan.,analogy
tweet20677,"Salgo a correr todos los días y cada vez me entra menos ropa. Creo que el jugo que tomo para bajar la hamburguesa al volver, no va.",unmasking
tweet22596,"—¿Qué somos?
—¡Médicos!
—¿զᵘᵉ զᵘᵉʳᵉᵐºˢ?
—¡ռթ lթ էﻪъεოթէ!
—¿lεսรﻪէ ﻪรﻪъεէ զﻪรﻪ քﻪ८ε? —¡ج كm فا جيmف جفيo فo",reference
tweet9424,"—Hoy hablaremos del respeto hacia la mujer.
—Profe, ¿puedo ir al baño antes de comenzar?
—¡¡Con ese culazo puedes ir a donde quieras, mija!!",unmasking
tweet2695,"Aló, ¿hablo con la Secretaría de Cultura y Educación? - Sí, ¿qué putas quiere?",irony
tweet23614,"De las siete maravillas prefiero las cataratas, me dijo mi oculista...",wordplay
tweet10244,"Me regalaron un diccionario de sinónimos y me siento muy alegre, contento, risueño, jocoso, jubiloso, festivo, vivaracho.",exaggeration
tweet1081,Lo mas chingón de mi infancia era cuando me quedaba dormido en el sofá y me despertaba en la cama. Echo de menos teletransportarme.,misunderstanding
tweet13726,Profesores que se creen estrategas militares reubicando alumnos en exámenes.,analogy
tweet7206,Me molesta la gente que no da la cara. (Anónimo) #fb,irony
tweet6570,"Si tu pareja te dice ""Tenemos que hablar"" no puede ser nada bueno... a menos que sea muda, entonces es un milagro ¡ALABADO SEA CRISTOJAJAAJA",absurd
tweet4448,Las fiestas en los manicomios son de tener música variada porque cada loco con su tema.,wordplay
tweet12817,Me habla cada 3 horas y yo le contesto a los 3 segundos porque no nací con el cromosoma llamado “dignidad”.,reference
tweet3199,"- Voldemort, ¿nos hacemos un piercing en la nariz?

- Jajaja! Chistoso Harry, pero no puedes porque se necesita autorización paterna.",parody
tweet19968,"- Papá, ¿Todos los cuentos comienzan con ""Había una Vez""? - No hijo, muchos comienzan con ""Si gano las elecciones les prometo...",stereotype
tweet4481,Susi da zancadas y Nancy Pazos  #CHISTES,wordplay
tweet6829,"La naturaleza es sabia.
El satélite Ruso va a caer en la casa de Gran Hermano.",parody
tweet4372,Me da miedo tener hijos y que me caigan mal.,reference
tweet3488,"La frase ""Lo que importa es lo de adentro"" sólo aplica si estás hablando de tu refrigerador, y siempre y cuando esté lleno.",parody
tweet21514,"¡Yo no sé para qué ves el juego si siempre pierden!

—Una novia reclamando atención.",reference
tweet1439,Los espermatozoides del jorobado del notre dame ♌ ♌♌ ♌ ♌♌ ♌ ♌♌ ♌ ♌♌ ♌ ♌ #RT,stereotype
tweet17753,"En el gym me dijeron que antes de hacer ejercicio, primero debía calentar, así que le toque el pene al instructor y me sacaron. No entiendo.",misunderstanding
tweet23361,"— Cabrón.
— Tonta.
— Imbécil.
— Estúpida.
— Pendejo.
— Puta.
— Te quiero.
— Puta.
— Tenías que decir “Y yo”.
— Puta.",insults
tweet22816,"— Venga le digo un secreto. 
— Ay no joda y dígalo en voz alta. 
— ¿Está seguro? 
— Sí 
— TIENE UN HP MOCO Y ME DA FASTIDIO VERLO #xD",embarrassment
tweet12877,"#TIPICO Amigos que no entienden es significado de ""MIRA DISIMULADAMENTE"". #RT",reference
tweet8339,"fui a la farmacia que voy siempre a pesarme y quitaron la balanza, definan mala suerte",exaggeration
tweet14634,"-Dr, mi esposa ha perdido la voz, qué puedo hacer para que le regrese? -Llegue a casa a las tres de la mañana y verá!",embarrassment
tweet12484,"Discutir con una mujer es como discutir con el árbitro; aunque tengas la razón, NUNCA LE VAS A GANAR.",analogy
tweet15213,"—Me traes una cerveza, indio.
—Claro que sí.
—Que sea Heineken, por favor.",wordplay
tweet2456,"Starbucks $100 
Starconmigo $0
Pensalo.",wordplay
tweet13450,"-¿Es abogado? -Sí -¿Cuanto cobra? -5000 por 3 preguntas -Caro, ¿no? -Sí pero las próximas 3 se las dejo en 3000",stereotype
tweet16869,"Como la vez que le quise escribir ""Te amo"" a mi novia, pero como la ""N"" está junto a la ""M"", le escribí ""Te la quiero meter por el culo"".",absurd
tweet17593,¡Mi sobrinito perdió su primer diente hoy! Eso le enseñará a no interrumpirme cuando hablo.,unmasking
tweet20475,"""No quiero discutir.""

– Yo, antes de comenzar a discutir.",reference
tweet18601,¿El colmo de un meteorólogo? No tener tiempo para nada.  #chiste  VIA @VeroCarbajal,wordplay
tweet8961,"Un carpintero va robar un banco y como no tenia pistoLa, se hace una de madera.
llega al banco y dice arriba las manos o les meto un palaso",absurd
tweet16101,"—¿Sabe usted sumar?
—No.
—¿Sabe usted restar?
—No.
—¿Sus papás tienen dinero?
—Si.
—¡Bienvenido a esta bella Universidad!",irony
tweet2575,Me gusta todo de ti.. te amo espejo.,unmasking
tweet23403,Me dicen el Messi del sexo : Mess i medio sin ponerla .. #BalóndeOro #messi,wordplay
tweet20184,"- ¿Yo mentir? ¿YO MAMÁ? ¿O TAL VEZ DEBERÍA DECIR RATONCITO PÉREZ?  -PERDÓN POR MENTIR, REYES MAGOS -Es que  -PAPÁ NOEL",irony
tweet15909,"-Mi vida, murió mi mama
-Toma (5000 pesos) compra todas las coronas que te alcance.
Pensé q no la querías
-Si no hay corona, compra Quilmes.",unmasking
tweet23621,"—¿Y esto qué es?
—La cena, hija.
—Esto no lo puedo subir a Instagram, ¿FRIJOLITOS? Estás pendeja o qué.
—¡¿QUÉ?!
—Perdón mami, me alteré.",reference
tweet21456,Según géminis la tengo que chupar con ganas,parody
tweet23932,"- hola
- si vas a volver con tu ex en dos semanas decimelo ahora asi no me engancho",embarrassment
tweet1209,Me gusta pagarle a las prostitutas para que me abracen porque soy muy sentimental. #SiBransonPregunta,absurd
tweet4706,—Mi hijo se metió a clases de natación. —¿Y qué tal lo hace? —Nada mal.,wordplay
tweet6512,Acabo de romper un  espejo. Supongo que eso significa que Hugo Chavez gobierna por 7 años mas... by @hadacon #fb,stereotype
tweet22215,"Falleció el dueño de Tupperware

Hay un hermetismo total en la familia

#DijeQueTeniaPeores",wordplay
tweet16526,"Opinaría de los #Oscars,  pero mis películas favoritas son, Chicas Pesadas, Un Chihuahua en Beverly Hills y Scooby Doo en Horripilandia.",embarrassment
tweet2259,"Según estudios recientes, en nuestro país atropellan a una persona cada dos horas... ha de ser de hule el cabrón.",misunderstanding
tweet22576,"-Oye, estás muy guapa. 
-Dime algo que no sepa.
-Estacionarte.",embarrassment
tweet21052,"- Mamá, mamá... ¿Hay GElatina? — No mi hija, hay I latina e Y Griega.",wordplay
tweet16654,"—Oye, ¿estás a favor del aborto?

—Sí.

—Qué bueno porque ya me vine adentro.

#InterrupciónVoluntariadelEmbarazo",unmasking
tweet5207,"- Mi vida, tengo un retraso.
- Sí amor, siempre lo supe, pero te amo igual.
#Chistes #Humor #Anecdotas #Bestias ...",misunderstanding
tweet13145,"Hoy eché el mejor polvo de mi vida...  
(el tipo tiraba las cenizas de la suegra al río)",irony
tweet23163,"—Defínete en una palabra.
—Negativo.
—Eres muy pesimista.
—No!",exaggeration
tweet5503,"En pleno jaleo sexual, de pronto el tío se para...
¿pero que haces??
- lo he visto en el youporn, se llama ""buffering"". #sedesexo",unmasking
tweet12631,"—Profe, no entendí, ¿podría repetir?
—Sí, claro.. ¿dónde te quedaste?
—Más o menos al inicio del semestre.",exaggeration
tweet7156,—¿Quieres ser mi novia o qué onda? —Qué onda.,embarrassment
tweet12312,"Se toman peores decisiones estando enamorado que estando borracho.

PUNTO PARA EL ALCOHOL.",analogy
tweet6064,"— Hijo, ¿y esos gemidos?

— Estoy viendo porno papá.

— A mí no me engañas, seguro caíste en esos vídeos de los gemidos JAJAJA QUE IMBÉCIL.",embarrassment
tweet19161,"- Oiga, ¿el otorrino va por número?
- Van nombrando.
- Qué gran actor, pero no me cambie de tema.",wordplay
tweet2430,"Así es cómo debería funcionar WhatsApp:  

— Enviado: ✓ 
— Recibido: ✓✓ 
— No le importa ✓✓ ✓",parody
tweet12431,"Yo admiro a mis mayores, porque ellos terminaron la escuela sin Google y sin Wikipedia.",absurd
tweet18515,"-Jaimito ¿qué es POLINESIA? -Una policía que no acepta otras opiniones, maestra.",wordplay
tweet10832,"Nada es más fuerte que el amor. . . . . Excepto la telaraña que columpiaba a los elefantes, esa sí estaba cabrona.",exaggeration
tweet6791,"- Martínez, queda usted despedido.
- Pero, si yo no he hecho nada.
- Por eso, por eso.
#Chistes #Humor #Anecdotas...",irony
tweet23165,"-Hola!. — Hola. -¿Como amaneciste? - Acostado —Jajaja ¡ que gracioso ! ¿Como estas? — Sentado — Jaja ¡enserio! ¿ Que mas? —No, no quemo.",misunderstanding
tweet10541,"#Chiste: Mami, vendí el Xbox para comprar marihuana 
- A bueno mijo, me parece muy bien que hayas dejado ese vicio #chistes RT.",irony
tweet13371,"-Che, tenés la farmacia abierta. 
 -Jaja, gracias. 
¿Querés algo para la garganta?",absurd
tweet12699,"Pasa un borracho x un convento
-Voy a violarlas a todas
-Vuelve a pasar dias despues y las monjas le gritan:
Adiós incumplido, faltón HP #XD",unmasking
tweet588,#LoQueHubieraTuiteadoDeNiño le metí una botella de plástico a mi bicicleta en la llanta de atrás para que suene como moto jajaja.,exaggeration
